station,date,qizm_sum,fx_dynamic,fx_fixed_20c,fx_primary_integrated_ambient,fx_secondary_integrated_ambient,fx_return_sink,t_sup_prim_c,t_amb_c
L22,2025-03-24,896.0000000015498,0.16457830616923447,0.15116512628885673,0.12469857753842911,0.08048169009447903,0.08968778924821598,72.21232142857052,15.367142857144037
L22,2025-03-25,564.0000000021246,0.1568960549164321,0.14557182387410675,0.11846315414362217,0.07388737202236424,0.08589085623949218,69.98510638297859,16.111914893617403
L22,2025-03-26,1561.9999999998981,0.16271028822617925,0.14829657999070117,0.12417384315640288,0.08316941571689161,0.08667427840272723,71.05930857874505,15.036773367477576
L22,2025-03-27,989.9999999961437,0.1687892235961636,0.1521524836277734,0.1287048980200178,0.08479033219112724,0.09058661082155645,72.628727272734,14.240282828282243
L22,2025-03-28,1340.000000001055,0.16453999612559764,0.14826529994353307,0.1260684158946227,0.08494107821087085,0.0867486760275521,71.08558208956664,14.402477611939418
L22,2025-03-29,1194.0000000022337,0.1680389263423965,0.1506300505917506,0.12947146760923622,0.08737446209803135,0.08727330663287872,72.00552763819078,13.987269681740328
L22,2025-03-30,846.0000000004584,0.17113969949155514,0.1522482649558162,0.13184614227601263,0.0868902505619529,0.08910083536248967,72.66165484634016,13.466477541371034
L22,2025-03-31,1969.9999999957072,0.18101486830840322,0.15818204057891294,0.13903645144928278,0.09588138228645135,0.09590060799563904,75.09736040608283,12.048060913705804
L4,2024-11-17,5034.199999998236,0.2151263898711141,0.16785727755933358,0.17079533236796146,0.13146737756424046,0.1051435388715966,79.23534623175695,3.323303801996143
L4,2024-11-18,5193.599999998696,0.21932695537903174,0.17207504267637344,0.17230489630359386,0.13005390001605124,0.11154111205078945,80.9864440850347,3.2400485212583536
L4,2024-11-19,4352.599999994709,0.2023729008879666,0.16192585541088825,0.15778029406542673,0.11799456158305953,0.10411956762386733,76.74595506135942,5.831997426827604
L4,2024-11-20,4105.000000006839,0.1790929085134714,0.15392444885288942,0.13631628735157997,0.09864456155943958,0.0974654762976156,73.37356979292954,11.254732277708573
L4,2024-11-21,5086.600000002363,0.22397034523803347,0.17484987624790452,0.17623195312768553,0.1330869733008022,0.11364038263411835,82.13633546966444,2.543756536781469
L4,2024-11-22,4301.000000003114,0.20639544550327768,0.16518168413842998,0.16076252431249693,0.11992313382581815,0.10694507269138033,78.1103603813086,5.462581725185005
L4,2024-11-23,5502.599999999802,0.22829820848107782,0.17500207146917499,0.1812132526824548,0.1388563245886348,0.1128092834294545,82.22436448224335,1.0568160505943562
L4,2024-11-24,5269.799999994575,0.2302420957604104,0.17649362556172127,0.18261221810278339,0.139698711646186,0.11442095284647025,82.91218490264501,0.8291904816162521
L4,2024-11-25,5304.400000000896,0.22634124774657988,0.17598815938919363,0.17905411601549115,0.1364830751603982,0.11297999434021196,82.63573561571488,2.0727554483073853
L4,2024-11-26,4747.400000000198,0.21308934546745337,0.1686878208055784,0.1672552307068978,0.1263807743680165,0.1081904572173812,79.56174327001187,4.304519526473704
L4,2024-11-27,4226.200000000972,0.20271325916603233,0.164207346975708,0.15863914023448453,0.11960802079749082,0.10297303437259843,77.63856324830888,6.4788235294101515
L4,2024-11-28,4350.599999997939,0.19477446910082294,0.16246088121882976,0.15112442840115034,0.11256601154153077,0.10122898390758733,76.95939410655646,8.644164942767766
L4,2024-11-29,5235.199999999168,0.2248787245732999,0.17666429456042027,0.1775519429260725,0.13499025881843812,0.11284992084206215,82.92507564181022,2.830548594132201
L4,2024-11-30,5014.999999999418,0.21552728847138702,0.17041230031880422,0.16938428551512633,0.12822828593166463,0.109028655039412,80.24120199401978,4.0545906281166655
L4,2024-12-01,4903.3999999992375,0.2029342578259628,0.1621961845252027,0.1596058150296177,0.12147246592005675,0.10133919232010163,76.78709222172235,5.741305216787771
L4,2024-12-02,4939.000000002125,0.20723890806274675,0.16751701039109534,0.16197697252119633,0.12171415083248423,0.1060499756838684,79.00115326989362,6.008413848956417
L4,2024-12-03,4870.39999999979,0.2045552698594327,0.1656012520424136,0.1598646233694227,0.12022601444090326,0.1045116192649648,78.21619004599124,6.307396517740257
L4,2024-12-04,5337.599999998929,0.21470046533855688,0.17146844655578938,0.16952035325053347,0.1293730433161165,0.1067870910691788,80.67290167865853,4.703105515587528
L4,2024-12-05,5361.000000000786,0.2163227713554623,0.17292354540570698,0.17084208997404568,0.13038195073140313,0.10765412045742899,81.29556575265852,4.617140831934258
L4,2024-12-06,4568.799999997282,0.20429199647590612,0.16645396417225347,0.15881689295546877,0.11799377886686314,0.10617450717749632,78.56946944493292,6.680831728244245
L4,2024-12-07,5439.20000000071,0.22512988542925172,0.17673199714708598,0.17821810942566868,0.13611841249147075,0.11197324559235784,82.95356449477691,2.7650705986169513
L4,2024-12-08,5009.399999999005,0.21512956403087485,0.16933758714585406,0.16953535292298202,0.12892514345025866,0.10786887891043848,79.83439853076045,3.817661995449245
L4,2024-12-09,3927.1999999946274,0.20706945176153482,0.16609721834094515,0.1607258886661947,0.11914851738502605,0.10842197150931143,78.44000000001012,5.580622326336792
L4,2024-12-10,5033.599999998842,0.21311623002919583,0.17157872586606618,0.16662186704668042,0.12491091474993396,0.1094749237807757,80.74156627463255,5.300774793388356
L4,2024-12-11,4486.699999990378,0.20932811686391256,0.16847040776608377,0.16283821485275246,0.12117553814302678,0.1089818148479595,79.41063431922524,5.595920609803339
L4,2024-12-12,5014.599999998609,0.22133954398368388,0.17482845036979358,0.17332962882904096,0.12987273086237555,0.11387196650242316,82.12800303115306,3.476622661827538
L4,2024-12-13,5131.199999999808,0.22129500334756774,0.17707809774710767,0.1725063705118759,0.1282900301193093,0.11558598316720124,83.11830604926332,4.245933115060306
L4,2024-12-14,5206.00000000195,0.2121822837688944,0.17097751241097547,0.16581920828243552,0.12431678924206188,0.10909228081071735,80.48172646944869,5.424613138686627
L4,2024-12-15,5252.999999996973,0.21114343821732814,0.1708961624960582,0.1647871721883508,0.12343452851742706,0.1089276433573424,80.44321416333331,5.766080335047647
L4,2024-12-16,4873.200000001816,0.21057340993404872,0.17131893162765874,0.16336647281624858,0.1209099032039134,0.11072090989485742,80.63828449479024,6.104420093573358
L4,2024-12-17,4642.799999997806,0.20915590689538452,0.1685084270840861,0.16231312601319015,0.12019409672113675,0.10979732623920421,79.4547695356234,5.644373223056739
L4,2024-12-18,4844.4000000017695,0.20856587254206074,0.16651612865626955,0.16276314760974298,0.12178896356074846,0.107441600384862,78.61799190817437,5.198384113613978
L4,2024-12-19,5088.800000004994,0.21016510687291196,0.16851004541533515,0.16456977060287784,0.12361442467466557,0.10723407990018306,79.47429413613445,5.295641408582358
L4,2024-12-20,4722.799999995914,0.2031579452560621,0.16694146882417987,0.1570752492960351,0.11588542165182866,0.1073698728884036,78.77710849497488,7.242088591514901
L4,2024-12-21,5188.200000000506,0.22713572987299113,0.17940675031277048,0.17752050016007084,0.13253739092661249,0.11817296386203795,84.10142785551851,2.9479734782777838
L4,2024-12-22,5067.60000000213,0.21983784655930322,0.17358625999363242,0.1728242311339611,0.13050080477643985,0.11153879897592704,81.6483581971511,3.5881458678659195
L4,2024-12-23,5186.600000004546,0.2175105628308925,0.17722835559616945,0.1691545602766277,0.12552627699784716,0.11411857950017168,83.18414375507115,5.648764122931037
L4,2024-12-24,5472.399999998743,0.23130564208161417,0.1801797805252767,0.1825281002390623,0.13838449011973142,0.1169273625281707,84.4555683064145,1.7198852423069957
L4,2024-12-25,5605.800000001182,0.2305520611980856,0.18085865070012228,0.18125709918795635,0.13649520363267004,0.11798134629128744,84.77794284490685,2.218122658675164
L4,2024-12-26,5522.600000000239,0.23157926100974952,0.18260193614488032,0.1810108230480577,0.1351595877429961,0.12089229608237301,85.49380002172991,2.433874624271165
L4,2024-12-27,5546.60000000149,0.22499772901691217,0.17816983445954201,0.1760271485903146,0.13188598029685308,0.11647168633143132,83.58207550570665,3.298837486027093
L4,2024-12-28,5387.799999998606,0.2271325806908007,0.1772911265109757,0.17904865827977964,0.1357980383561896,0.11485928409064657,83.2266513233254,2.2323478970993884
L4,2024-12-29,5477.200000001176,0.23263148308007897,0.17947034307089182,0.18330258224494342,0.1386966612221436,0.11840161920603617,84.17596144014287,0.9963090630245851
L4,2024-12-30,5593.199999999342,0.2303465385866495,0.17818130380398386,0.18173035741372504,0.13780283446593325,0.11650414442740395,83.63003146678366,1.384097117929754
L4,2024-12-31,6257.000000001426,0.2367223339725997,0.18268862596072163,0.186880138934255,0.14157919581050757,0.12005022271101964,85.57925281462873,0.6197910828769493
L4,2025-01-01,5752.599999999802,0.22958583227066304,0.17682011135150322,0.18022194753482915,0.1354143875719884,0.11811275621768311,83.04019260856603,1.178181691757311
L4,2025-01-02,6331.2000000005355,0.23120056063740033,0.18274103935890687,0.18002600912942665,0.13270170095024075,0.1225728289933117,85.90584154664316,2.57648281526375
L4,2025-01-03,4889.1999999978,0.23863542895565684,0.195638710900264,0.18016437867784754,0.12405360526014372,0.1391297621682435,91.62222122228802,4.40244702609922
L4,2025-01-04,6100.399999999354,0.23825203834149544,0.18266083681206224,0.18833896235314312,0.14294923026201845,0.12045938662086222,85.55028194872705,0.05283522392055823
L4,2025-01-05,5756.600000000617,0.24053874183423693,0.18379053283980737,0.19014513533719327,0.1442699982611109,0.1219288019559911,86.07089532015392,-0.4046444081582025
L4,2025-01-06,5287.399999997433,0.2198710745173695,0.1763219447439871,0.1699096273326595,0.12412784867209249,0.11842139624238314,83.10401634070988,4.4284699474216955
L4,2025-01-07,4960.400000003574,0.1956949357100191,0.16297292571003338,0.15032150472266273,0.10951154872114205,0.10501350453989243,77.25613821465531,8.536749455688872
L4,2025-01-08,3956.9999999948777,0.18599888894213085,0.15754243799156864,0.1434685612693052,0.10584401508083588,0.0977322963917978,74.88443770534386,10.076419509727753
L4,2025-01-09,3636.6000000016356,0.19043598054333968,0.15906108404397792,0.14628143720784167,0.10685082066799304,0.10178588006840461,75.58799758013976,9.035373700707721
L4,2025-01-10,4762.20000000103,0.20625929252090447,0.16714578617312983,0.16083050167737833,0.12009968190548043,0.10636567368900139,78.88063080088547,6.197151736594676
L4,2025-01-11,5429.400000000896,0.22563741989248068,0.17555663563204885,0.17901497921825074,0.13710130296554698,0.11140148809858127,82.44908682358496,2.1916513795262826
L4,2025-01-12,5665.200000003097,0.23066608832147323,0.17863835372020387,0.18278929216649,0.13945866776401455,0.11487500282837308,83.79577278824033,1.4273190708178978
